Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
2398,David Timor\David-Timor,es ESP,MFDF,Getafe,es La Liga,31-123,1989,8.5,15,1.77,8,7,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2399,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Nice,fr Ligue 1,21-049,1999,2.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2400,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FWMF,Lyon,fr Ligue 1,28-156,1992,19.3,68,3.53,44,0,11,7,2,4,11,0.57,8,0,2,0,1,0,0,Matches
2401,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,26-198,1994,8.1,16,1.96,11,3,1,0,1,0,2,0.25,2,0,0,0,0,0,0,Matches
2402,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,26-193,1994,7.5,8,1.07,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2403,Rafael Tolói\Rafael-Toloi,br BRA,DF,Atalanta,it Serie A,30-130,1990,16.7,18,1.08,17,0,0,0,1,0,1,0.06,1,0,0,0,0,0,0,Matches
2404,Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,22-104,1998,22.0,18,0.82,16,1,0,0,1,0,2,0.09,2,0,0,0,0,0,0,Matches
2405,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,31-325,1989,4.3,2,0.46,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2406,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,23-060,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2407,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Milan,it Serie A,23-060,1997,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2408,Sandro Tonali\Sandro-Tonali,it ITA,MF,Milan,it Serie A,20-285,2000,9.7,19,1.95,14,4,0,0,1,0,1,0.10,1,0,0,0,0,0,0,Matches
2409,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,31-031,1990,13.4,4,0.30,2,0,0,2,0,0,3,0.22,2,0,0,1,0,0,0,Matches
2410,Toño\Tono,es ESP,DF,Levante,es La Liga,31-102,1989,3.6,1,0.28,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2411,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,31-211,1989,12.6,7,0.56,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
2412,Tyron Tormin\Tyron-Tormin,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19-233,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2413,Ernesto Torregrossa\Ernesto-Torregrossa,it ITA,FW,Sampdoria,it Serie A,28-234,1992,1.7,3,1.81,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2414,Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,es La Liga,25-006,1996,3.9,8,2.03,5,1,0,0,1,1,1,0.25,1,0,0,0,0,0,0,Matches
2415,Ferrán Torres\Ferran-Torres,es ESP,FW,Manchester City,eng Premier League,20-354,2000,8.2,20,2.44,14,0,4,0,2,0,5,0.61,3,0,1,0,1,0,0,Matches
2416,Óliver Torres\Oliver-Torres,es ESP,MF,Sevilla,es La Liga,26-099,1994,10.3,35,3.38,29,5,0,0,0,1,1,0.10,1,0,0,0,0,0,0,Matches
2417,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,24-032,1997,23.0,10,0.43,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2418,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,es La Liga,31-347,1989,13.4,29,2.16,17,6,2,4,0,0,2,0.15,2,0,0,0,0,0,0,Matches
2419,Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,es La Liga,26-213,1994,6.5,14,2.16,11,0,2,1,0,0,3,0.46,3,0,0,0,0,0,0,Matches
2420,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,23-194,1997,7.5,3,0.40,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2421,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,29-255,1991,0.5,2,3.75,2,0,0,0,0,0,1,1.87,1,0,0,0,0,0,0,Matches
2422,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,26-351,1994,13.1,29,2.21,23,0,2,2,2,0,2,0.15,2,0,0,0,0,0,0,Matches
2423,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,24-295,1996,6.6,22,3.33,18,1,1,0,0,2,2,0.30,2,0,0,0,0,0,0,Matches
2424,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,23-294,1997,14.8,19,1.29,14,0,0,4,1,0,3,0.20,3,0,0,0,0,0,0,Matches
2425,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,eng Premier League,29-216,1991,16.3,37,2.27,23,9,4,0,0,1,5,0.31,4,1,0,0,0,0,0,Matches
2426,Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,eng Premier League,27-350,1993,10.8,13,1.20,12,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2427,Mattéo Tramoni\Matteo-Tramoni,fr FRA,FWMF,Cagliari,it Serie A,21-028,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2428,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,eng Premier League,25-023,1996,16.8,64,3.81,42,0,12,1,8,1,1,0.06,0,0,0,0,1,0,0,Matches
2429,Amadou Traore\Amadou-Traore,fr FRA,MFFW,Bordeaux,fr Ligue 1,18-347,2002,1.2,4,3.36,4,0,0,0,0,0,1,0.84,1,0,0,0,0,0,0,Matches
2430,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,eng Premier League,25-164,1995,12.3,37,3.02,14,7,6,3,6,1,5,0.41,3,1,0,0,0,1,0,Matches
2431,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,29-047,1992,11.4,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2432,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,29-021,1992,20.5,53,2.59,50,1,0,1,1,0,2,0.10,2,0,0,0,0,0,0,Matches
2433,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FW,M'Gladbach,de Bundesliga,32-302,1988,0.9,1,1.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2434,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,34-183,1986,24.0,17,0.71,16,0,0,0,0,1,3,0.12,3,0,0,0,0,0,0,Matches
2435,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30-224,1990,21.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2436,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,28-176,1992,13.9,30,2.16,23,6,0,1,0,0,2,0.14,2,0,0,0,0,0,0,Matches
2437,Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,eng Premier League,26-139,1994,9.0,23,2.57,15,0,1,3,4,0,1,0.11,1,0,0,0,0,0,0,Matches
2438,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,29-123,1991,17.4,37,2.13,36,0,0,0,1,0,6,0.34,6,0,0,0,0,0,0,Matches
2439,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,33-359,1987,17.1,42,2.46,24,18,0,0,0,0,6,0.35,3,3,0,0,0,0,0,Matches
2440,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,es La Liga,21-050,1999,5.0,13,2.58,9,0,1,1,2,0,2,0.40,2,0,0,0,0,0,0,Matches
2441,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Cagliari,it Serie A,22-008,1999,3.2,1,0.31,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2442,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,30-151,1990,14.0,36,2.57,25,10,0,0,0,1,7,0.50,7,0,0,0,0,0,0,Matches
2443,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,26-075,1994,17.3,64,3.70,43,9,2,5,3,2,7,0.40,5,1,0,1,0,0,0,Matches
2444,Alexis Trouillet\Alexis-Trouillet,fr FRA,MF,Nice,fr Ligue 1,20-056,2000,0.7,4,5.63,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2445,Adrien Truffert\Adrien-Truffert,fr FRA,DFMF,Rennes,fr Ligue 1,19-089,2001,13.0,28,2.16,24,0,1,1,2,0,4,0.31,3,0,0,0,1,0,0,Matches
2446,Marvin Tshibuabua\Marvin-Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,19-040,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2447,Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,Liverpool,eng Premier League,24-281,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2448,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,23-095,1997,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2449,Alessandro Tuia\Alessandro-Tuia,it ITA,DF,Benevento,it Serie A,30-254,1990,11.5,8,0.70,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2450,Ľubomír Tupta\Lubomir-Tupta,sk SVK,MF,Hellas Verona,it Serie A,22-327,1998,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2451,Tuta\Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,21-228,1999,7.3,5,0.68,4,1,0,0,0,0,1,0.14,0,1,0,0,0,0,0,Matches
2452,Iyenoma Udogie\Iyenoma-Udogie,it ITA,DFMF,Hellas Verona,it Serie A,18-081,2002,0.6,1,1.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2453,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,24-334,1996,12.0,20,1.66,18,1,0,0,0,1,1,0.08,1,0,0,0,0,0,0,Matches
2454,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,28-173,1992,16.3,30,1.84,12,0,8,7,3,0,2,0.12,0,0,1,1,0,0,0,Matches
2455,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,27-095,1993,3.9,3,0.77,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2456,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,es La Liga,23-283,1997,5.2,7,1.35,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2457,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,eng Premier League,23-218,1997,2.7,10,3.73,8,0,1,1,0,0,2,0.75,2,0,0,0,0,0,0,Matches
2458,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,22-113,1998,17.8,12,0.68,11,0,0,1,0,0,1,0.06,0,0,0,1,0,0,0,Matches
2459,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,29-177,1991,14.4,40,2.79,17,11,2,4,3,3,4,0.28,2,0,0,0,1,1,0,Matches
2460,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,31-325,1989,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2461,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,es La Liga,26-213,1994,1.3,4,3.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2462,Lautaro Valenti\Lautaro-Valenti,ar ARG,DF,Parma,it Serie A,22-034,1999,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2463,Borja Valero\Borja-Valero,es ESP,MFFW,Fiorentina,it Serie A,36-036,1985,3.2,7,2.16,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2464,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,eng Premier League,21-361,1999,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2465,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,24-043,1997,12.2,4,0.33,3,1,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
2466,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,es La Liga,24-003,1997,8.5,12,1.41,7,0,2,0,3,0,0,0.00,0,0,0,0,0,0,0,Matches
2467,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,22-210,1998,8.2,24,2.91,20,0,0,2,1,1,3,0.36,3,0,0,0,0,0,0,Matches
2468,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,27-298,1993,22.0,9,0.41,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2469,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,34-037,1987,17.7,33,1.86,20,0,5,5,3,0,13,0.73,5,0,2,3,3,0,0,Matches
2470,Ruben Vargas\Ruben-Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,22-196,1998,12.0,21,1.75,16,0,1,1,3,0,2,0.17,2,0,0,0,0,0,0,Matches
2471,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,24-313,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2472,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,es La Liga,31-361,1989,0.8,2,2.54,2,0,0,0,0,0,1,1.27,1,0,0,0,0,0,0,Matches
2473,Lucas Vázquez\Lucas-Vazquez,es ESP,FWDF,Real Madrid,es La Liga,29-231,1991,14.1,48,3.41,44,0,2,0,1,1,6,0.43,6,0,0,0,0,0,0,Matches
2474,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,25-143,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2475,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,es La Liga,18-266,2002,1.3,3,2.39,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2476,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,25-144,1995,11.0,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2477,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,34-282,1986,8.7,12,1.38,12,0,0,0,0,0,2,0.23,2,0,0,0,0,0,0,Matches
2478,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,eng Premier League,29-033,1992,15.3,27,1.76,22,3,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2479,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,20-094,2000,9.9,5,0.51,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2480,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,25-311,1995,9.0,18,2.01,16,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2481,Daniele Verde\Daniele-Verde,it ITA,FW,Spezia,it Serie A,24-242,1996,3.8,8,2.10,7,0,1,0,0,0,1,0.26,1,0,0,0,0,0,0,Matches
2482,Simone Verdi\Simone-Verdi,it ITA,FWMF,Torino,it Serie A,28-220,1992,9.8,42,4.27,15,18,1,5,2,1,5,0.51,2,3,0,0,0,0,0,Matches
2483,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,es La Liga,32-119,1988,20.0,6,0.30,4,1,0,1,0,0,1,0.05,1,0,0,0,0,0,0,Matches
2484,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,27-353,1993,18.3,44,2.40,31,8,2,1,0,2,5,0.27,3,1,0,1,0,0,0,Matches
2485,Edoardo Vergani\Edoardo-Vergani,it ITA,FW,Bologna,it Serie A,20-011,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2486,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,28-104,1992,12.6,34,2.71,32,0,0,1,1,0,3,0.24,3,0,0,0,0,0,0,Matches
2487,Valerio Verre\Valerio-Verre,it ITA,MF,Sampdoria,it Serie A,27-037,1994,6.8,28,4.12,20,2,3,1,1,1,6,0.88,4,0,2,0,0,0,0,Matches
2488,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,27-272,1993,11.2,18,1.61,14,1,0,2,0,1,3,0.27,2,0,0,1,0,0,0,Matches
2489,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,28-198,1992,14.5,10,0.69,10,0,0,0,0,0,2,0.14,2,0,0,0,0,0,0,Matches
2490,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,26-298,1994,15.4,11,0.71,11,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
2491,Iñigo Vicente\Inigo-Vicente,es ESP,FW,Athletic Club,es La Liga,23-042,1998,0.4,7,19.09,5,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2492,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,es La Liga,26-228,1994,2.1,2,0.93,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2493,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,es La Liga,31-180,1989,5.3,11,2.06,10,1,0,0,0,0,3,0.56,2,1,0,0,0,0,0,Matches
2494,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Inter,it Serie A,33-271,1987,11.7,34,2.91,30,0,0,1,2,1,5,0.43,5,0,0,0,0,0,0,Matches
2495,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,es La Liga,26-024,1995,14.2,19,1.34,11,3,0,1,3,1,2,0.14,0,1,0,1,0,0,0,Matches
2496,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Hellas Verona,it Serie A,22-213,1998,2.0,3,1.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2497,Luca Vignali\Luca-Vignali,it ITA,DF,Spezia,it Serie A,25-037,1996,8.3,7,0.84,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2498,Emanuel Vignato\Emanuel-Vignato,it ITA,FWMF,Bologna,it Serie A,20-177,2000,8.0,29,3.64,19,8,0,2,0,0,3,0.38,2,1,0,0,0,0,0,Matches
2499,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,es La Liga,26-041,1995,8.1,30,3.69,18,0,4,0,8,0,2,0.25,0,0,1,0,1,0,0,Matches
2500,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,es La Liga,23-140,1997,8.2,13,1.59,11,0,0,1,1,0,2,0.24,1,0,0,1,0,0,0,Matches
2501,Gonzalo Villar\Gonzalo-Villar,es ESP,MF,Roma,it Serie A,22-331,1998,12.1,18,1.49,15,0,0,0,1,2,4,0.33,4,0,0,0,0,0,0,Matches
2502,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,es La Liga,23-223,1997,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2503,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,eng Premier League,21-314,1999,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2504,Carlos Vinícius\Carlos-Vinicius,br BRA,FW,Tottenham,eng Premier League,25-329,1995,1.8,4,2.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2505,Nicolas Viola\Nicolas-Viola,it ITA,MF,Benevento,it Serie A,31-128,1989,2.9,5,1.71,4,0,0,1,0,0,1,0.34,1,0,0,0,0,0,0,Matches
2506,Vitinha\Vitinha,pt POR,MF,Wolves,eng Premier League,21-004,2000,2.6,8,3.10,7,0,1,0,0,0,1,0.39,1,0,0,0,0,0,0,Matches
2507,Vitolo\Vitolo,es ESP,MFDF,Atlético Madrid,es La Liga,31-107,1989,2.5,6,2.38,5,0,0,0,1,0,2,0.79,1,0,0,0,1,0,0,Matches
2508,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FW,Fiorentina,it Serie A,21-020,2000,16.6,22,1.32,13,0,2,3,3,1,3,0.18,1,0,0,0,2,0,0,Matches
2509,Michel Vlap\Michel-Vlap,nl NED,MF,Arminia,de Bundesliga,23-260,1997,0.7,2,2.95,1,1,0,0,0,0,2,2.95,1,1,0,0,0,0,0,Matches
2510,Andreas Voglsammer\Andreas-Voglsammer,de GER,FWMF,Arminia,de Bundesliga,29-039,1992,1.2,1,0.81,1,0,0,0,0,0,1,0.81,1,0,0,0,0,0,0,Matches
2511,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,29-147,1991,16.5,9,0.54,8,0,1,0,0,0,2,0.12,1,0,1,0,0,0,0,Matches
2512,Mërgim Vojvoda\Mergim-Vojvoda,xk KVX,DF,Torino,it Serie A,26-016,1995,6.1,6,0.99,5,1,0,0,0,0,3,0.50,3,0,0,0,0,0,0,Matches
2513,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,eng Premier League,20-337,2000,0.7,3,4.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2514,Kevin Volland\Kevin-Volland,de GER,FWMF,Monaco,fr Ligue 1,28-202,1992,19.3,43,2.23,33,2,0,5,3,0,11,0.57,9,0,0,0,2,0,0,Matches
2515,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,29-012,1992,18.4,11,0.60,10,0,0,0,0,1,1,0.05,1,0,0,0,0,0,0,Matches
2516,Giacomo Vrioni\Giacomo-Vrioni,al ALB,MF,Juventus,it Serie A,22-125,1998,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2517,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,29-038,1992,4.1,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2518,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,es La Liga,29-066,1991,5.8,4,0.69,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2519,Miloš Vulić\Milos-Vulic,rs SRB,MF,Crotone,it Serie A,24-182,1996,12.1,27,2.24,23,2,1,0,0,1,3,0.25,1,0,1,0,0,1,0,Matches
2520,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,eng Premier League,28-292,1992,5.2,17,3.28,9,0,4,3,1,0,1,0.19,1,0,0,0,0,0,0,Matches
2521,Franklin Wadja\Franklin-Wadja,cm CMR,MF,Lorient,fr Ligue 1,25-292,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2522,Walace\Walace,br BRA,MF,Udinese,it Serie A,25-319,1995,8.9,11,1.24,8,0,0,2,0,1,1,0.11,0,0,0,0,0,1,0,Matches
2523,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,eng Premier League,31-338,1989,13.7,20,1.46,15,0,1,2,2,0,3,0.22,1,0,0,1,1,0,0,Matches
2524,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,eng Premier League,31-338,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2525,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,30-265,1990,13.3,16,1.20,14,2,0,0,0,0,3,0.23,2,1,0,0,0,0,0,Matches
2526,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,eng Premier League,23-310,1997,18.8,25,1.33,21,0,0,1,2,1,6,0.32,3,0,0,0,2,1,0,Matches
2527,Sebastian Walukiewicz\Sebastian-Walukiewicz,pl POL,DF,Cagliari,it Serie A,20-318,2000,18.0,5,0.28,4,0,0,1,0,0,2,0.11,1,0,0,1,0,0,0,Matches
2528,Silas Wamangituka\Silas-Wamangituka,cd COD,DFFW,Stuttgart,de Bundesliga,21-134,1999,17.1,52,3.04,33,0,6,7,3,3,8,0.47,4,0,1,1,0,2,0,Matches
2529,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,23-083,1997,22.0,34,1.55,29,1,1,1,0,2,5,0.23,5,0,0,0,0,0,0,Matches
2530,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,eng Premier League,31-111,1989,11.1,8,0.72,7,1,0,0,0,0,2,0.18,2,0,0,0,0,0,0,Matches
2531,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,26-108,1994,23.0,49,2.13,23,23,0,1,2,0,7,0.30,2,5,0,0,0,0,0,Matches
2532,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,es La Liga,31-262,1989,20.8,44,2.12,36,3,1,0,3,1,2,0.10,2,0,0,0,0,0,0,Matches
2533,Ollie Watkins\Ollie-Watkins,eng ENG,FW,Aston Villa,eng Premier League,25-049,1995,22.0,62,2.82,46,0,3,8,2,3,9,0.41,6,0,0,3,0,0,0,Matches
2534,Caleb Watts\Caleb-Watts,au AUS,MFFW,Southampton,eng Premier League,19-032,2002,0.2,1,5.29,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2535,Timothy Weah\Timothy-Weah,us USA,MFFW,Lille,fr Ligue 1,20-361,2000,5.2,5,0.95,3,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2536,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,eng Premier League,26-044,1995,21.8,18,0.82,17,0,0,1,0,0,1,0.05,1,0,0,0,0,0,0,Matches
2537,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,28-194,1992,19.9,34,1.71,27,0,0,5,2,0,4,0.20,2,0,0,2,0,0,0,Matches
2538,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,de Bundesliga,26-302,1994,2.5,2,0.80,1,0,0,1,0,0,1,0.40,0,0,0,1,0,0,0,Matches
2539,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,es La Liga,25-003,1996,13.2,13,0.99,11,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2540,Danny Welbeck\Danny-Welbeck,eng ENG,FW,Brighton,eng Premier League,30-083,1990,7.3,19,2.59,10,0,3,4,2,0,1,0.14,0,0,0,0,1,0,0,Matches
